Date,Open,High,Low,Close,Adj Close,Volume
2008-03-17,193.750000,199.425003,192.188004,197.962006,130.829498,1958904
2008-03-18,197.500000,207.199997,192.500000,204.425003,135.100769,3596080
2008-03-19,207.000000,210.000000,201.386993,202.863007,134.068451,4361924
2008-03-24,202.863007,209.375000,202.863007,205.925003,136.092102,3301984
2008-03-25,210.000000,224.962006,208.750000,219.125000,144.815735,2928896
2008-03-26,235.000000,235.000000,212.886993,219.587006,145.121094,2171768
2008-03-27,218.000000,219.000000,210.274994,213.125000,140.850418,6151152
2008-03-28,213.250000,218.675003,213.000000,217.761993,143.914948,3633696
2008-03-31,217.761993,217.761993,199.250000,202.613007,133.903275,4051860
2008-04-01,205.000000,213.225006,202.500000,208.087006,137.520950,2086728
2008-04-02,212.500000,217.250000,212.311996,212.811996,140.643555,1428844
2008-04-03,212.500000,223.000000,212.500000,221.350006,146.286255,3287172
2008-04-04,221.500000,222.475006,215.011993,218.225006,144.220932,2020844
2008-04-07,223.750000,230.024994,219.550003,226.024994,149.375839,3659528
2008-04-08,226.250000,226.750000,218.750000,221.837006,146.608032,4055352
2008-04-09,220.000000,223.000000,217.250000,219.061996,144.774078,1482600
2008-04-10,220.000000,229.912994,219.250000,224.886993,148.623703,2925932
2008-04-11,225.761993,231.250000,223.311996,227.000000,150.020172,2189264
2008-04-15,230.500000,246.250000,220.100006,243.537994,160.949829,5703772
2008-04-16,246.250000,250.500000,240.500000,242.975006,160.577789,6438768
2008-04-17,249.925003,252.500000,244.886993,250.225006,165.369171,3999556
2008-04-21,252.250000,258.750000,246.649994,248.350006,164.130020,3399296
2008-04-22,246.238007,246.238007,220.500000,221.800003,146.583618,13785196
2008-04-23,221.750000,226.425003,220.011993,222.287994,146.906143,6326156
2008-04-24,226.000000,226.225006,216.000000,222.688004,147.170486,15290096
2008-04-25,228.000000,228.000000,221.250000,222.324997,146.930527,6828568
2008-04-28,202.250000,224.000000,180.000000,220.425003,145.674896,6598136
2008-04-29,220.511993,232.500000,217.537994,227.636993,150.441223,16209848
2008-04-30,229.024994,233.938004,226.625000,230.250000,152.168045,9487980
2008-05-02,231.250000,240.500000,231.000000,235.938004,155.927124,5298780
2008-05-05,236.250000,237.375000,230.287994,231.863007,153.234039,3613764
2008-05-06,227.500000,237.500000,218.149994,234.261993,154.819504,3982796
2008-05-07,237.500000,244.975006,237.500000,241.688004,159.727234,12585540
2008-05-08,241.225006,241.250000,229.500000,236.750000,156.463791,10845832
2008-05-09,239.750000,239.750000,227.500000,229.250000,151.507126,4492296
2008-05-12,229.250000,233.712006,227.574997,231.725006,153.142838,3898508
2008-05-13,232.500000,235.350006,222.250000,226.261993,149.532440,4462876
2008-05-14,226.250000,244.738007,222.787994,242.787994,160.454178,9373188
2008-05-15,243.250000,250.500000,240.024994,246.188004,162.701187,7177896
2008-05-16,248.500000,248.500000,242.125000,245.261993,162.089203,3838648
2008-05-20,243.750000,247.500000,236.811996,239.024994,157.967331,4946904
2008-05-21,232.000000,242.000000,228.750000,241.274994,159.454300,3140184
2008-05-22,239.125000,246.375000,237.750000,240.287994,158.801987,5445200
2008-05-23,243.725006,244.925003,231.524994,233.100006,154.051575,5401384
2008-05-26,230.000000,240.725006,229.000000,238.863007,157.860245,5457272
2008-05-27,245.000000,248.500000,236.500000,242.225006,160.082123,5682072
2008-05-28,242.524994,253.811996,242.524994,252.363007,166.782181,5469588
2008-05-29,252.250000,257.087006,246.000000,248.662994,164.336868,8258940
2008-05-30,247.750000,262.250000,244.500000,259.787994,171.689178,15485284
2008-06-02,253.750000,264.350006,241.250000,245.962006,162.551849,7054764
2008-06-03,240.000000,247.500000,234.537994,243.787994,161.115082,4900256
2008-06-04,247.449997,247.449997,236.587006,239.188004,158.074951,3787856
2008-06-05,241.024994,249.199997,241.000000,245.462006,162.221375,5905256
2008-06-06,247.500000,249.662994,239.449997,241.550003,159.636047,4137784
2008-06-09,225.561996,241.225006,222.500000,228.524994,151.028015,6140140
2008-06-10,227.500000,229.750000,216.750000,219.750000,145.228775,6155372
2008-06-11,222.500000,227.500000,220.000000,222.587006,147.103699,4113368
2008-06-12,223.500000,225.600006,214.250000,222.061996,146.756775,2464004
2008-06-13,220.000000,230.475006,220.000000,227.399994,150.284531,6732432
2008-06-16,229.750000,232.000000,225.811996,227.699997,150.482788,6541784
2008-06-17,226.250000,231.750000,226.250000,230.324997,152.217682,3504824
2008-06-18,230.199997,230.250000,222.750000,225.225006,152.150040,6431336
2008-06-19,220.061996,224.500000,220.000000,222.000000,149.971390,3289068
2008-06-20,224.975006,224.975006,210.386993,215.962006,145.892471,8157760
2008-06-23,215.962006,219.863007,210.750000,214.613007,144.981186,3572312
2008-06-24,212.500000,216.925003,205.850006,211.100006,142.608002,9287176
2008-06-25,210.000000,221.250000,207.824997,219.199997,148.079880,5914196
2008-06-26,221.000000,224.500000,215.100006,220.337006,148.847977,7028316
2008-06-27,220.337006,220.337006,212.787994,216.375000,146.171509,6260948
2008-06-30,217.750000,219.500000,212.500000,214.550003,144.938614,3258044
2008-07-01,216.250000,218.000000,208.761993,211.925003,143.165298,5059616
2008-07-02,212.500000,222.000000,210.000000,219.125000,148.029312,8141112
2008-07-03,220.250000,220.250000,205.136993,214.162994,144.677139,4172528
2008-07-04,217.475006,217.511993,208.875000,211.125000,142.624878,3939584
2008-07-07,211.250000,216.000000,208.000000,213.061996,143.933411,1794132
2008-07-08,207.537994,211.250000,204.500000,207.550003,140.209793,3947624
2008-07-09,212.500000,222.488007,212.500000,219.188004,148.071762,3578548
2008-07-10,217.500000,222.250000,213.087006,217.100006,146.661255,3504368
2008-07-11,229.250000,235.750000,196.350006,199.649994,134.872955,5523784
2008-07-14,200.000000,200.000000,190.250000,191.962006,129.679367,4559896
2008-07-15,191.962006,196.613007,184.287994,187.662994,126.775116,4509844
2008-07-16,188.662994,193.412994,178.975006,182.024994,122.966446,5739900
2008-07-17,183.750000,196.725006,182.511993,195.811996,132.280212,10350716
2008-07-18,195.000000,200.500000,187.250000,198.462006,134.070404,8339496
2008-07-21,199.750000,203.750000,195.750000,203.199997,137.271149,3582068
2008-07-22,204.000000,210.988007,201.511993,207.962006,140.488113,4241164
2008-07-23,207.500000,217.500000,204.725006,215.136993,145.335144,5971420
2008-07-24,218.625000,218.625000,198.087006,200.636993,135.539719,11742336
2008-07-25,199.800003,212.375000,195.500000,199.800003,134.974319,8842536
2008-07-28,200.000000,204.238007,196.250000,201.561996,136.164612,1969372
2008-07-29,201.675003,203.449997,198.000000,202.238007,136.621262,2472192
2008-07-30,211.500000,211.500000,200.000000,209.738007,141.687836,4420076
2008-07-31,210.000000,210.500000,205.375000,208.438004,142.852936,5195580
2008-08-01,206.250000,214.238007,202.811996,210.162994,144.035202,4011724
2008-08-04,203.750000,210.000000,202.750000,203.837006,139.699646,5238928
2008-08-05,203.850006,208.750000,201.311996,207.425003,142.158676,4768200
2008-08-06,209.975006,217.488007,209.100006,215.136993,147.444107,5009932
2008-08-07,214.750000,217.475006,211.250000,213.337006,146.210480,3072320
2008-08-08,211.238007,214.250000,208.350006,211.274994,144.797302,2086672
2008-08-11,213.000000,214.449997,206.125000,208.488007,142.887222,3405100
2008-08-12,208.750000,210.925003,203.750000,204.811996,140.367874,3323504
2008-08-13,200.000000,209.425003,200.000000,207.074997,141.918808,3697968
2008-08-14,207.250000,211.162994,202.750000,208.300003,142.758347,3741508
2008-08-18,210.000000,213.100006,208.750000,210.386993,144.188721,1956648
2008-08-19,211.125000,212.750000,208.774994,210.311996,144.137314,1953300
2008-08-20,210.675003,212.250000,208.750000,210.399994,144.197647,1127256
2008-08-21,209.000000,210.500000,203.800003,204.462006,140.128052,1976516
2008-08-22,204.750000,206.188004,200.875000,204.750000,140.325439,2645284
2008-08-25,206.000000,208.750000,204.000000,204.550003,140.188278,942244
2008-08-26,202.488007,209.238007,202.488007,208.511993,142.903610,2205004
2008-08-27,205.024994,209.000000,203.274994,204.613007,140.231461,2131788
2008-08-28,205.000000,206.061996,195.662994,198.087006,135.758881,6580688
2008-08-29,200.000000,204.988007,200.000000,203.050003,139.160294,1998500
2008-09-01,203.750000,205.000000,201.750000,203.738007,139.631851,1527432
2008-09-02,203.738007,213.250000,203.738007,212.199997,145.431274,2647848
2008-09-04,211.250000,213.699997,208.087006,211.050003,144.643051,2461676
2008-09-05,212.500000,212.500000,206.250000,209.600006,143.649353,2445368
2008-09-08,215.000000,218.600006,210.500000,214.175003,146.784775,5170432
2008-09-09,213.750000,217.925003,210.000000,216.199997,148.172668,2815328
2008-09-10,215.287994,217.550003,212.024994,212.725006,145.791107,3063456
2008-09-11,212.725006,217.000000,207.250000,209.175003,143.358017,1908976
2008-09-12,216.250000,216.250000,200.238007,202.636993,138.877228,3573964
2008-09-15,195.000000,199.750000,186.250000,190.149994,130.319244,8550948
2008-09-16,187.375000,187.750000,181.250000,187.212006,128.305740,5072364
2008-09-17,187.000000,191.162994,182.000000,182.524994,125.093491,4200868
2008-09-18,182.000000,187.250000,167.750000,180.287994,123.560432,6357104
2008-09-19,194.925003,194.925003,182.524994,191.712006,131.389862,9544368
2008-09-22,217.000000,217.000000,188.250000,191.699997,131.381592,4472944
2008-09-23,178.837006,191.925003,178.837006,180.250000,123.534340,2966120
2008-09-24,181.136993,187.000000,172.574997,178.261993,122.171829,7380724
2008-09-25,178.274994,179.962006,167.761993,172.100006,117.948715,15122632
2008-09-26,175.000000,175.000000,166.550003,169.050003,115.858406,4217244
2008-09-29,169.699997,169.699997,153.000000,155.000000,106.229271,5578636
2008-09-30,148.000000,169.175003,147.500000,166.399994,114.042252,8391372
2008-10-01,167.399994,171.225006,161.337006,167.938004,115.096298,6017916
2008-10-03,166.238007,166.238007,160.587006,164.375000,112.654381,4172404
2008-10-06,162.811996,162.811996,150.000000,154.750000,106.057892,5882984
2008-10-07,157.787994,166.250000,141.500000,143.975006,98.673233,8884604
2008-10-08,138.750000,140.738007,127.000000,136.649994,93.653046,8301380
2008-10-10,135.000000,137.500000,120.099998,131.199997,89.917885,13742076
2008-10-13,131.988007,150.725006,131.199997,143.212006,98.150337,13866024
2008-10-14,149.750000,154.850006,145.337006,148.175003,101.551743,7424624
2008-10-15,146.250000,147.162994,133.824997,135.774994,93.053368,5308752
2008-10-16,131.250000,132.175003,116.974998,123.750000,84.812050,8031800
2008-10-17,125.000000,132.250000,111.250000,113.462997,77.761864,9743540
2008-10-20,124.162003,126.250000,113.811996,122.837997,84.186996,12413060
2008-10-21,134.600006,141.975006,123.337997,139.774994,95.794800,11804900
2008-10-22,138.750000,138.750000,127.775002,136.662994,93.661980,6020668
2008-10-23,131.162994,147.000000,125.311996,136.824997,93.772995,10501016
2008-10-24,125.925003,134.100006,110.000000,124.712997,85.472038,8479936
2008-10-27,120.250000,129.500000,103.837997,124.188004,85.112236,8972576
2008-10-29,140.500000,143.750000,132.561996,135.199997,94.953064,10955572
2008-10-31,142.250000,148.750000,132.438004,134.375000,94.373680,10375980
2008-11-03,139.988007,145.750000,131.761993,136.850006,96.111885,7532020
2008-11-04,149.149994,149.149994,122.500000,127.125000,89.281876,9422540
2008-11-05,128.750000,137.225006,125.000000,126.599998,88.913155,9233164
2008-11-06,132.125000,132.125000,120.525002,125.050003,87.824554,7861916
2008-11-07,125.000000,133.750000,121.438004,131.287994,92.205612,5877720
2008-11-10,137.475006,138.125000,128.761993,136.613007,95.945465,4099016
2008-11-11,135.500000,136.938004,130.000000,132.212006,92.854591,6498776
2008-11-12,132.212006,138.613007,128.761993,133.725006,93.917191,7742044
2008-11-14,136.250000,137.125000,130.875000,132.712006,93.205750,6617464
2008-11-17,132.250000,134.250000,126.375000,129.750000,91.125443,8090972
2008-11-18,130.000000,130.000000,120.000000,120.787003,84.830620,9755152
2008-11-19,122.500000,124.000000,117.925003,120.662003,84.742828,8175088
2008-11-20,120.000000,120.000000,115.000000,118.250000,83.048859,5016448
2008-11-21,117.425003,129.250000,115.000000,126.612999,88.922302,6845692
2008-11-24,126.000000,132.912994,122.561996,129.975006,91.283485,8370556
2008-11-25,129.774994,134.988007,125.012001,126.000000,88.491783,5774020
2008-11-26,125.811996,132.500000,124.287003,131.863007,92.609451,6135556
2008-11-27,262.250000,262.250000,262.250000,262.250000,184.182251,0
2008-11-28,129.500000,142.000000,129.500000,139.850006,98.218849,12138064
2008-12-01,139.850006,148.438004,139.087006,141.037994,99.053215,11958704
2008-12-02,142.500000,142.500000,130.761993,133.212006,93.556900,6658808
2008-12-03,134.087006,137.925003,130.399994,133.699997,93.899597,9997992
2008-12-04,133.750000,138.425003,125.837997,137.350006,96.463058,8256508
2008-12-05,134.600006,136.324997,129.561996,130.449997,91.617104,7105448
2008-12-08,133.750000,136.561996,128.100006,130.561996,91.695747,7621404
2008-12-10,137.449997,139.199997,132.375000,135.261993,94.996613,8088380
2008-12-11,137.425003,137.425003,125.500000,126.912003,89.132271,7300252
2008-12-12,127.487999,127.487999,118.811996,120.324997,84.506142,7121036
2008-12-15,125.500000,125.500000,116.811996,117.412003,82.460327,5997716
2008-12-16,117.500000,121.224998,116.250000,119.837997,84.164085,5847868
2008-12-17,121.337997,123.000000,118.000000,119.324997,83.803810,6476068
2008-12-18,118.724998,128.524994,118.000000,127.625000,89.633026,5723936
2008-12-19,125.750000,133.500000,123.525002,128.386993,90.168221,4943988
2008-12-22,129.875000,129.875000,125.849998,127.637001,89.641464,4106852
2008-12-23,123.800003,127.900002,123.061996,125.150002,87.894821,3567120
2008-12-24,124.175003,126.188004,118.061996,119.537003,83.952675,9148436
2008-12-26,116.300003,123.750000,116.300003,117.912003,82.811432,3154564
2008-12-29,119.000000,119.875000,115.000000,119.199997,83.716026,4875608
2008-12-30,121.250000,123.375000,117.500000,120.637001,84.725273,3522528
2008-12-31,123.074997,123.074997,118.061996,119.474998,83.909142,2543696
2009-01-02,124.262001,127.175003,123.537003,124.574997,87.490967,5375740
2009-01-05,125.500000,130.750000,124.500000,128.811996,90.466660,4829776
2009-01-06,128.750000,130.500000,124.561996,126.599998,88.913155,5918992
2009-01-07,129.750000,129.949997,116.150002,126.199997,88.632225,9013828
2009-01-09,124.974998,137.449997,121.250000,134.238007,94.277443,14219980
2009-01-12,127.912003,132.500000,126.275002,128.136993,89.992630,7595416
2009-01-13,124.900002,134.250000,122.050003,131.412994,92.293396,13359808
2009-01-14,132.000000,139.399994,132.000000,134.738007,94.628601,5958904
2009-01-15,130.000000,130.750000,124.587997,127.612999,89.624626,7171524
2009-01-16,127.175003,129.750000,121.625000,125.750000,88.316216,9790076
2009-01-19,129.475006,129.475006,121.824997,125.188004,87.921501,6868376
2009-01-20,123.675003,126.974998,122.500000,124.112999,87.166512,4635196
2009-01-21,122.750000,125.250000,121.250000,123.074997,86.437492,3669860
2009-01-22,123.750000,126.012001,120.787003,124.150002,87.192497,4848136
2009-01-23,122.525002,124.724998,120.824997,121.537003,85.357361,3031220
2009-01-27,122.750000,128.750000,122.750000,124.775002,87.631432,5243956
2009-01-28,118.800003,127.500000,118.800003,126.862999,91.292854,4789396
2009-01-29,128.011993,129.500000,124.025002,128.500000,92.470886,10017036
2009-01-30,126.250000,128.750000,124.574997,127.900002,92.039093,8707524
2009-02-02,127.199997,127.199997,121.787003,122.824997,88.387032,3234692
2009-02-03,123.250000,127.449997,123.250000,124.962997,89.925598,3808560
2009-02-04,125.750000,128.225006,123.250000,124.662003,89.708969,2484756
2009-02-05,125.000000,125.650002,119.561996,120.724998,86.875839,4341548
2009-02-06,122.500000,126.974998,121.750000,125.699997,90.455940,6840388
2009-02-09,125.000000,130.912994,124.162003,128.750000,92.650764,4595224
2009-02-10,129.250000,132.000000,127.750000,131.149994,94.377815,6790772
2009-02-11,129.500000,130.750000,128.000000,128.688004,92.606155,4502732
2009-02-12,128.000000,128.925003,126.025002,127.474998,91.733246,2844372
2009-02-13,127.500000,130.000000,126.750000,127.800003,91.967125,3257208
2009-02-16,126.900002,128.738007,124.500000,125.188004,90.087502,2501996
2009-02-17,124.000000,124.949997,120.000000,121.311996,87.298256,2950388
2009-02-18,120.337997,122.724998,119.250000,120.188004,86.489395,2629412
2009-02-19,120.500000,123.199997,119.750000,122.375000,88.063217,3477072
2009-02-20,121.625000,121.875000,116.074997,118.512001,85.283318,4771388
2009-02-24,117.500000,118.925003,115.125000,117.224998,84.357185,4495532
2009-02-25,117.500000,121.199997,117.500000,120.188004,86.489395,5517928
2009-02-26,120.250000,122.650002,119.250000,120.550003,86.749924,8808288
2009-02-27,120.500000,122.250000,113.811996,120.775002,86.911812,6750148
2009-03-02,118.525002,120.500000,113.699997,114.962997,82.729408,3988944
2009-03-03,113.000000,116.500000,109.837997,111.550003,80.273331,3560896
2009-03-04,112.000000,116.112999,111.550003,115.137001,82.854607,3258300
2009-03-05,116.237999,117.724998,114.500000,115.800003,83.331741,4284496
2009-03-06,115.000000,121.212997,114.412003,120.425003,86.659958,5805604
2009-03-09,117.775002,120.000000,114.750000,115.750000,83.295753,4535184
2009-03-12,115.412003,121.250000,115.412003,119.349998,85.886375,8617456
2009-03-13,118.337997,127.500000,118.337997,126.712997,91.184883,10199700
2009-03-16,127.500000,130.699997,125.599998,129.949997,93.514305,4672896
2009-03-17,128.750000,129.500000,123.262001,124.387001,89.511070,6946172
2009-03-18,125.000000,128.625000,125.000000,126.287003,90.878365,6413800
2009-03-19,126.375000,129.500000,125.400002,128.738007,92.642166,7382584
2009-03-20,132.225006,132.225006,126.375000,127.449997,91.715256,4139380
2009-03-23,131.125000,132.399994,127.750000,129.912994,93.487679,4587312
2009-03-24,130.550003,133.125000,128.050003,130.412994,93.847466,6681544
2009-03-25,125.912003,132.475006,125.912003,131.500000,94.629707,3831616
2009-03-26,128.162994,144.488007,128.162994,139.613007,100.467979,15230328
2009-03-27,134.162994,146.250000,134.162994,143.712006,103.417725,7079424
2009-03-30,133.438004,142.500000,129.500000,130.811996,94.134613,5148188
2009-03-31,131.250000,135.975006,131.250000,134.636993,96.887131,4777672
2009-04-01,134.000000,138.449997,130.125000,136.125000,97.957970,6724568
2009-04-02,136.412994,146.750000,136.412994,144.688004,104.120056,8503764
2009-04-06,146.199997,148.500000,143.925003,144.886993,104.263222,5414580
2009-04-08,146.274994,153.425003,140.250000,151.037994,108.689613,10193512
2009-04-09,153.000000,154.975006,148.561996,150.636993,108.400993,6586724
2009-04-13,151.125000,152.250000,143.800003,148.061996,106.548019,4121008
2009-04-15,137.886993,145.449997,137.511993,144.425003,103.930794,9767236
2009-04-16,145.000000,147.250000,141.800003,143.011993,102.913963,8868964
2009-04-17,144.199997,149.875000,141.274994,143.274994,103.103210,6664024
2009-04-20,138.188004,145.449997,138.188004,140.350006,100.998352,5330200
2009-04-21,144.899994,147.125000,136.250000,137.688004,99.082703,11488980
2009-04-22,140.000000,141.149994,134.287994,135.738007,97.679466,6584924
2009-04-23,137.375000,143.212006,136.300003,142.024994,102.203712,7373712
2009-04-24,139.988007,146.750000,139.988007,145.975006,105.046181,5377524
2009-04-27,145.962006,152.199997,143.125000,150.475006,108.284470,8141124
2009-04-28,149.774994,151.962006,144.087006,149.625000,107.672798,8388692
2009-04-29,150.500000,157.250000,150.500000,155.899994,112.188393,10531292
2009-04-30,155.524994,155.524994,155.524994,155.524994,111.918526,0
2009-05-04,157.750000,174.899994,157.537994,166.600006,119.888306,11142936
2009-05-05,167.250000,168.738007,159.024994,162.750000,117.117744,8822316
2009-05-06,159.561996,162.425003,153.750000,158.837006,114.301926,52522096
2009-05-07,159.000000,161.250000,154.824997,157.925003,113.645630,7738864
2009-05-08,157.000000,160.500000,154.625000,157.738007,113.511032,9001752
2009-05-11,159.625000,159.912994,152.250000,153.811996,110.685799,5298612
2009-05-12,152.500000,161.449997,152.500000,160.274994,115.336708,9487452
2009-05-13,160.500000,161.225006,153.750000,155.425003,111.846588,7324800
2009-05-14,154.500000,156.750000,151.324997,154.949997,111.504776,9443176
2009-05-15,156.000000,163.712006,156.000000,161.011993,115.867065,10942472
2009-05-18,191.649994,197.899994,173.750000,185.962006,133.821533,73380
2009-05-19,187.500000,187.500000,163.899994,167.438004,120.491348,13015576
2009-05-20,167.500000,175.488007,165.750000,169.162994,121.732651,8507664
2009-05-21,167.500000,171.250000,161.000000,161.863007,116.479485,4459324
2009-05-22,157.500000,161.250000,157.500000,158.511993,114.068024,5861456
2009-05-25,159.000000,161.000000,155.662994,157.837006,113.582336,5673644
2009-05-26,158.738007,159.912994,155.125000,156.113007,112.341690,6058900
2009-05-27,157.699997,163.000000,157.699997,162.136993,116.676643,9222868
2009-05-28,155.850006,168.475006,155.850006,165.800003,119.312630,16863676
2009-05-29,167.188004,177.500000,163.162994,176.149994,126.760628,13871224
2009-06-01,168.337006,177.462006,168.337006,174.412994,125.510689,7905804
2009-06-02,175.000000,177.500000,172.500000,173.688004,124.988892,4118172
2009-06-03,172.500000,176.188004,170.774994,174.212006,125.366035,3914944
2009-06-04,171.750000,177.250000,171.587006,176.800003,127.228394,7020704
2009-06-05,177.250000,182.175003,174.087006,180.337006,129.773712,13220132
2009-06-08,181.175003,187.438004,180.000000,185.524994,133.507080,9267824
2009-06-09,182.774994,198.750000,182.774994,195.537994,140.712570,9690708
2009-06-10,196.250000,201.250000,191.811996,195.449997,140.649307,9383796
2009-06-11,197.000000,198.113007,192.500000,193.774994,139.443878,3883200
2009-06-12,196.250000,198.699997,190.300003,191.136993,137.545547,6358660
2009-06-15,191.175003,196.250000,188.750000,194.500000,139.965591,6595868
2009-06-16,191.649994,196.750000,185.600006,194.574997,141.842834,4344006
2009-06-17,196.000000,197.500000,187.500000,189.375000,138.052032,3741568
2009-06-18,189.000000,196.500000,186.024994,188.199997,137.195435,4753108
2009-06-19,188.500000,196.000000,187.500000,189.899994,138.434708,7727732
2009-06-22,192.199997,193.899994,184.000000,184.824997,134.735153,4106208
2009-06-23,180.000000,188.875000,179.000000,183.324997,133.641647,5135694
2009-06-24,186.475006,194.250000,180.100006,190.875000,139.145508,7303954
2009-06-25,191.000000,196.000000,185.149994,190.250000,138.689926,9694662
2009-06-26,191.250000,202.199997,188.274994,198.699997,144.849854,6099700
2009-06-29,199.925003,201.000000,191.675003,193.100006,140.767532,4745206
2009-06-30,193.750000,199.000000,191.574997,194.925003,142.097855,5923948
2009-07-01,193.550003,197.500000,191.225006,196.475006,143.227814,3684738
2009-07-02,195.000000,197.649994,190.600006,195.000000,142.152557,3715428
2009-07-03,192.500000,196.199997,192.500000,195.475006,142.498856,2919844
2009-07-06,198.500000,199.225006,189.175003,190.350006,138.762817,4488916
2009-07-07,192.000000,196.625000,190.000000,194.574997,141.842834,3804568
2009-07-08,194.350006,194.449997,184.125000,190.574997,138.926773,6694766
2009-07-09,191.050003,195.550003,185.500000,194.074997,141.478317,3964808
2009-07-10,195.500000,200.725006,195.000000,197.574997,144.029709,7468748
2009-07-13,195.000000,200.500000,194.125000,198.750000,144.886276,5119832
2009-07-14,202.500000,205.550003,200.199997,203.475006,148.330795,4464136
2009-07-15,205.449997,213.649994,205.000000,211.574997,154.235550,4470094
2009-07-16,214.000000,217.399994,206.600006,209.899994,153.014435,7596876
2009-07-17,210.699997,222.875000,210.500000,217.050003,158.226776,9094956
2009-07-20,222.500000,257.450012,222.500000,250.274994,182.447418,34539536
2009-07-21,251.500000,256.575012,237.024994,238.800003,174.082214,13005820
2009-07-22,241.850006,242.500000,226.149994,233.149994,169.963440,10674690
2009-07-23,235.500000,241.449997,235.000000,237.824997,173.371536,7662678
2009-07-24,245.000000,245.000000,238.000000,242.274994,176.615433,7909322
2009-07-27,241.000000,244.475006,238.550003,240.149994,176.523590,4652338
2009-07-28,242.175003,242.475006,235.649994,240.324997,176.652222,6334984
2009-07-29,240.000000,252.350006,237.500000,249.899994,183.690399,11072150
2009-07-30,252.625000,272.500000,245.125000,266.549988,195.929062,15672482
2009-07-31,269.500000,270.000000,260.700012,262.975006,193.301239,5634966
